Entity,Code,Date,people_fully_vaccinated
World,OWID_WRL,2021-01-10,653295
World,OWID_WRL,2021-01-11,693301
World,OWID_WRL,2021-01-12,745181
World,OWID_WRL,2021-01-13,823157
World,OWID_WRL,2021-01-14,2249148
World,OWID_WRL,2021-01-15,2568253
World,OWID_WRL,2021-01-16,2600050
World,OWID_WRL,2021-01-17,2713176
World,OWID_WRL,2021-01-18,2882532
World,OWID_WRL,2021-01-19,3515789
World,OWID_WRL,2021-01-20,3929124
World,OWID_WRL,2021-01-21,4481628
World,OWID_WRL,2021-01-22,5022120
World,OWID_WRL,2021-01-23,5459723
World,OWID_WRL,2021-01-24,5906265
World,OWID_WRL,2021-01-25,6416522
World,OWID_WRL,2021-01-26,6975591
World,OWID_WRL,2021-01-27,7651387
World,OWID_WRL,2021-01-28,8592669
World,OWID_WRL,2021-01-29,9489879
World,OWID_WRL,2021-01-30,10295716
World,OWID_WRL,2021-01-31,11065382
World,OWID_WRL,2021-02-01,11748805
World,OWID_WRL,2021-02-02,12357444
World,OWID_WRL,2021-02-03,13315022
World,OWID_WRL,2021-02-04,14466319
World,OWID_WRL,2021-02-05,15522917
World,OWID_WRL,2021-02-06,16630642
World,OWID_WRL,2021-02-07,17894515
World,OWID_WRL,2021-02-08,18696425
World,OWID_WRL,2021-02-09,19567824
World,OWID_WRL,2021-02-10,22508691
World,OWID_WRL,2021-02-11,23954929
World,OWID_WRL,2021-02-12,25757129
World,OWID_WRL,2021-02-13,27280993
World,OWID_WRL,2021-02-14,28892688
World,OWID_WRL,2021-02-15,29570929
World,OWID_WRL,2021-02-16,31254360
World,OWID_WRL,2021-02-17,32803243
World,OWID_WRL,2021-02-18,34586549
World,OWID_WRL,2021-02-19,36782296
World,OWID_WRL,2021-02-20,38339880
World,OWID_WRL,2021-02-21,39878445
World,OWID_WRL,2021-02-22,41090202
World,OWID_WRL,2021-02-23,44611383
World,OWID_WRL,2021-02-24,46286266
World,OWID_WRL,2021-02-25,48418303
World,OWID_WRL,2021-02-26,50717138
World,OWID_WRL,2021-02-27,52658938
World,OWID_WRL,2021-02-28,54117323
World,OWID_WRL,2021-03-01,55012398
World,OWID_WRL,2021-03-02,56555406
World,OWID_WRL,2021-03-03,58712904
World,OWID_WRL,2021-03-04,61116931
World,OWID_WRL,2021-03-05,63380266
World,OWID_WRL,2021-03-06,65626843
World,OWID_WRL,2021-03-07,67057736
World,OWID_WRL,2021-03-08,68898924
World,OWID_WRL,2021-03-09,70458976
